,Restaurant,Cusines_all,price_for_one,delivery_review_number,location
290325,Biryani And Pulao Collection By ITC Hotels,,750,57,"itc windsor, bangalore"
290372,Aha Tiffins,,100,156,"rammurthy nagar, bangalore"
290373,Madhura Hotel,,100,13,"btm, bangalore"
290374,Sri Venkateshwara Nellore Mess,,150,510,"whitefield, bangalore"
290375,Sonar Bangla,,300,1123,"varthur main road, whitefield, bangalore"
290376,Grilled  And Tandoori House,,250,36,"btm, bangalore"
290377,Boba Tree, Desserts,400,387,"indiranagar, bangalore"
290378,Aha Ruchi,,225,85,"hsr, bangalore"
290387,The Thickshake factory,,225,1092,"hsr, bangalore"
290388,Hungry Bites,,150,0,"hsr, bangalore"
290396,Yuan Restaurant,,200,3250,"hbr layout, bangalore"
290414,ITC Master Chef Creations, Desserts,350,107,"banashankari, bangalore"
290424,Deccan Biryani House,,150,773,"hsr, bangalore"
290443,Baking Bad,,400,382,"indiranagar, bangalore"
290444,Hotel Navayuga,,225,3120,"majestic, bangalore"
290445,Hakka Box,,250,328,"hebbal, bangalore"
290467,Soul Delights,,350,14,"yeshwantpur, bangalore"
290479,The Taste Of North,,200,901,"nagawara, bangalore"
290480,Chicken County Restaurant,,300,2383,"bommanahalli, bangalore"
290481,Chicken County Restaurant,,400,2383,"bommanahalli, bangalore"
290482,Mumbai Tiffin,,150,42800,"hsr, bangalore"
290483,Sri Annapoorna Devi Andhra Deluxe Mess,,250,18,"bellandur, bangalore"
290494,Pot Taste,,150,1093,"jalahalli, bangalore"
290526,Delhi Restaurant & Chaat,,100,13800,"rt nagar, bangalore"
290553,Portland Steakhouse & Cafe,,900,532,"mg road, bangalore"
290554,32 Degree,,100,783,"sarjapur road, bangalore"
290568,Mannat Biryani,,250,17,"electronic city, bangalore"
290572,Taaza Mithai,,150,7200,"jp nagar, bangalore"
290608,The Paan Studio,,250,42,"jayanagar, bangalore"
290609,Couch Tato,,50,69,"btm, bangalore"
290641,Raidan Restaurant,,400,1455,"kammanahalli, bangalore"
290642,Raidan Restaurant,,250,1455,"kammanahalli, bangalore"
290658,The Mangalorean, Desserts,400,2155,"kammanahalli, bangalore"
290660,Sri Devi Grand,,100,720,"nagawara, bangalore"
290661,Sri Mahadeshwara Tiffin Centre,,75,1084,"new bel road, bangalore"
290679,Sandwich Binge,,150,946,"sarjapur road, bangalore"
290727,Shrinidhi Military Hotel,,150,3109,"basavanagudi, bangalore"
290738,Santripti,,400,318,"electronic city, bangalore"
290742,Udupi Mane Thindi,,200,3300,"rammurthy nagar, bangalore"
290750,Omm Nom Nomm,,300,1067,"whitefield, bangalore"
290751,Tandoor Studio, Sichuan,150,58,"electronic city, bangalore"
290752,Lassi Shopee,,50,6,"electronic city, bangalore"
290753,Manjushree Karavali Style Restaurant,,200,62,"banashankari, bangalore"
290754,Chickpete Donne Biryani House,,200,4981,"hsr, bangalore"
290755,Casino Restaurant,,400,5560,"new bel road, bangalore"
290756,Kolkata Spicy Restaurant,,150,1941,"marathahalli, bangalore"
290775,Akshatha Nati Style,,200,759,"brookefield, bangalore"
290776,Gobi Corner,,100,58,"kumaraswamy layout, bangalore"
290777,Lahab Mandi & BBQ, Seafood,400,343,"kalyan nagar, bangalore"
290778,Ajwa Tasty,,100,0,"kammanahalli, bangalore"
290828,MH 12 Pav Bhaji,,200,410,"sanjay nagar, bangalore"
290857,Great Moments - Hotel Bangalore International, Desserts,550,24,"hotel bangalore international, bangalore"
290860,Wow Manglore Multi Cuisine Restaurant,,150,1380,"bommasandra, bangalore"
290861,51 Indian Restaurant,,150,14,"brookefield, bangalore"
290862,Brahmins Tiffin Centre,,100,705,"thippasandra, bangalore"
290898,Domenor Pizza,,100,86,"basaveshwara nagar, bangalore"
290899,Patel Miltry Hotel,,150,199,"bannerghatta road, bangalore"
290904,Kundana, Desserts,450,36100,"bannerghatta road, bangalore"
290905,Cafe Spark, Shake,125,43,"koramangala 2nd block, bangalore"
290924,Ponnusamy Hotel,,250,251,"itpl main road, whitefield, bangalore"
290952,Scoopy Doo,,150,670,"electronic city, bangalore"
290953,Vadilal Ice Creams,,150,1,"indiranagar, bangalore"
290970,New Punjabi Tadka,,200,668,"electronic city, bangalore"
290971,Mane Ruchi's Palate Restaurant, Beverages,350,2789,"nagarbhavi, bangalore"
290972,Sri Brahmi Nammane Holige,,50,25,"basaveshwara nagar, bangalore"
290997,Adarsh Tiffins,,50,5,"jp nagar, bangalore"
290998,Tiwari's,,150,1996,"banashankari, bangalore"
290999,Copper Kitchen,,500,1512,"hsr, bangalore"
291000,Delhi Dhaba 1996,,250,80,"brookefield, bangalore"
291001,Roj Ka Khana - Daily Meals,,200,2464,"whitefield, bangalore"
291009,Delhi Style Restaurant,,100,66,"electronic city, bangalore"
291027,Chung's,,200,46,"electronic city, bangalore"
291030,Basco And Fry,,350,1832,"indiranagar, bangalore"
291031,Nenttra Mane,,150,55,"kr puram, bangalore"
291032,Delicious Momos,,150,440,"indiranagar, bangalore"
291033,Delicious Momos,,225,440,"indiranagar, bangalore"
291034,Jenis Restaurant, Sichuan,175,670,"bommanahalli, bangalore"
291035,Agarwal Food Service,,100,5526,"btm, bangalore"
291036,High On H2O,,100,0,"hsr, bangalore"
291063,Bhagya Lakshmi Tiffin Center,,125,187,"electronic city, bangalore"
291083,Q3 Food Corner,,500,2448,"new bel road, bangalore"
291098,Sagar, Shake,400,7872,"seshadripuram, bangalore"
291099,Sizzlers Pizza Inn,,250,84,"whitefield, bangalore"
291124,Sirimane Garden Restaurant,,175,921,"peenya, bangalore"
291145,The Lio Pizza,,150,33,"hsr, bangalore"
291146,Upahara Darshini,,200,1972,"jayanagar, bangalore"
291149,Upahara Darshini,,350,1972,"jayanagar, bangalore"
291150,SFC Garden & Restaurant,,200,4236,"bommasandra, bangalore"
291151,Swadista Aahar,,150,53800,"btm, bangalore"
291162,Milkshakes Bar,,150,9,"ejipura, bangalore"
291169,Griddler,,200,205,"kalyan nagar, bangalore"
291170,Meghana Biriyani Paradise,,200,0,"hsr, bangalore"
291171,Indian Food Court,,200,5339,"electronic city, bangalore"
291174,Akshara,,350,2686,"bommasandra, bangalore"
291201,The Veggie Thali,,200,23,"hsr, bangalore"
291289,Burger Queen,,200,2,"hennur, bangalore"
291301,Nisarga Garden, Juices,350,1689,"basavanagudi, bangalore"
291302,Cool Junction,,175,3624,"nagarbhavi, bangalore"
291303,"Biryanist, The Club",,250,0,"indiranagar, bangalore"
291320,The Bunt Kitchen,,250,253,"vijay nagar, bangalore"
291321,Sagar Fast Food,,150,9202,"koramangala 8th block, bangalore"
291342,Sri Bettaiah Military Hotel,,200,250,"magadi road, bangalore"
291343,Lakshmi Bhavan,,50,19,"kalyan nagar, bangalore"
291371,The Spice Studio, Hyderabadi,300,1957,"whitefield, bangalore"
291372,Gud Dhani,,200,356,"bannerghatta road, bangalore"
291402,Urbanmirchy,,150,1487,"brookefield, bangalore"
291425,Connie's Restaurant & Steakhouse, Beverages,750,4323,"kammanahalli, bangalore"
291439,Coffee Santhe,,75,1222,"yeshwantpur, bangalore"
291440,Altaf Chillies Restaurant,,150,7943,"frazer town, bangalore"
291450,Pizza Theatre,,200,402,"kammanahalli, bangalore"
291459,Raj Bangarapet Chats,,50,120,"basaveshwara nagar, bangalore"
291481,Smoor, Desserts,300,1935,"new bel road, bangalore"
291484,Smoor, Desserts,150,1935,"new bel road, bangalore"
291502,Tandoori Duniya,,250,27,"brookefield, bangalore"
291543,The Spice Bazaar,,500,7,"hotel southern star, lavelle road, bangalore"
291573,Simply Dosa,,100,999,"bommasandra, bangalore"
291574,Durga Shree Samruddhi Grand, Beverages,250,340,"nagawara, bangalore"
291593,Hokart Sujatha Hotel,,75,0,"bommanahalli, bangalore"
291594,Shree Jodhpur Sweets,,50,171,"electronic city, bangalore"
291595,Gobi Aunty Food Court,,150,50,"basavanagudi, bangalore"
291600,Hokart US Juice Point,,100,13,"hsr, bangalore"
291601,Amul Icecream Parlour,,150,292,"rajajinagar, bangalore"
291661,Pizza@99,,150,865,"whitefield, bangalore"
291663,Donne Biryani Darbar,,200,207,"marathahalli, bangalore"
291685,The Bay - Fish Fry Paradise,,150,438,"hsr, bangalore"
291739,Davanagere Benne Dose Hotel,,100,52,"yelahanka, bangalore"
291740,Ranaghor,,150,2198,"hebbal, bangalore"
291741,Al-Badia Restaurant,,325,759,"kammanahalli, bangalore"
291749,Avanthi - Aromas of Andhra,,500,222,"indiranagar, bangalore"
291766,Cake & Bake,,100,169,"jalahalli, bangalore"
291767,Mr. Chow,,250,179,"ulsoor, bangalore"
291768,Sri Vasavi Chowdeshwari Chats & Juice centre,,50,13,"kumaraswamy layout, bangalore"
291769,Davanagere Butter Dosa,,100,261,"electronic city, bangalore"
291770,Shree Muthahalli Veg, Desserts,225,29700,"hsr, bangalore"
291771,The Sandwich Bite,,200,2,"vasanth nagar, bangalore"
291796,Polamma's Mess,,150,2077,"btm, bangalore"
291838,The Fritter Company,,200,1460,"btm, bangalore"
291839,Tunday Kababi,,250,3499,"koramangala 5th block, bangalore"
291863,Karachi Bakery,,250,625,"kalyan nagar, bangalore"
291866,Tikka Kebab Express,,275,373,"bommanahalli, bangalore"
291891,Hotel Sagar Samruddhi,,150,1447,"electronic city, bangalore"
291920,Tango Sandwich King,,150,3393,"basaveshwara nagar, bangalore"
291930,Cake Fort,,200,59,"cv raman nagar, bangalore"
291947,Rajasthani Chaat House,,75,909,"jp nagar, bangalore"
291968,The Golden Thali,,250,34,"basaveshwara nagar, bangalore"
292003,Odishi Restaurant,,200,4239,"marathahalli, bangalore"
292008,Desi Dhaba,,150,13100,"electronic city, bangalore"
292009,Nu.Tree,,150,6904,"bellandur, bangalore"
292014,Little Indian,,200,4,"indiranagar, bangalore"
292028,Coastal Culture,,350,250,"hsr, bangalore"
292051,Mangaluru Kairuchi,,200,728,"btm, bangalore"
292052,Sea Rock,,500,754,"seshadripuram, bangalore"
292053,Chakh Le Foods,,400,5750,"jeevan bhima nagar, bangalore"
292079,Budapest Bake Inn,,250,684,"jp nagar, bangalore"
292110,Hokart - Guru Gobi Centre,,125,30,"kumaraswamy layout, bangalore"
292111,HSR High Street,,400,9681,"hsr, bangalore"
292122,Sri Krishna Sagar,,200,156,"kr puram, bangalore"
292123,Sri Krishna Sagar,,250,156,"kr puram, bangalore"
292124,Sri Krishna Sagar,,225,156,"kr puram, bangalore"
292125,Whatsapp Cafe,,200,76,"marathahalli, bangalore"
292144,Kai Ruchi,,150,86,"kr puram, bangalore"
292145,Biryani And  Bowls,,200,164,"new bel road, bangalore"
292166,Udupi Swada, Juices,200,2600,"kumaraswamy layout, bangalore"
292167,Hopshaus,,900,261,"whitefield, bangalore"
292168,World On A Swirl,,200,1146,"btm, bangalore"
292200,Aroma's Hyderabad House,,400,10200,"kalyan nagar, bangalore"
292202,Kottayam Diaries,,250,0,"sanjay nagar, bangalore"
292203,Swathi Greenland, Biryani,400,1550,"vijay nagar, bangalore"
292216,Mothers Kitchen,,100,5,"kammanahalli, bangalore"
292217,Shawarma Indiah,,150,22,"indiranagar, bangalore"
292218,Jain Rasoi Ghar,,200,26,"jp nagar, bangalore"
292219,E2P Italian Pizza & Burger, Beverages,250,1207,"basaveshwara nagar, bangalore"
292233,Jodhpur Sweets,,100,504,"jayanagar, bangalore"
292234,Punjabi Swag,,500,15500,"btm, bangalore"
292255,Iyengars Oven Fresh,,150,562,"electronic city, bangalore"
292256,Once Upon A Flame,,750,2692,"hsr, bangalore"
292257,Upahara Darshini Kims Canteen,,50,87,"city market, bangalore"
292258,Jumbo Sandwich,,200,969,"btm, bangalore"
292259,Dragon's Kitchen,,250,160,"jayanagar, bangalore"
292304,Cool City,,100,4113,"malleshwaram, bangalore"
292324,Gustosa Pasta,,300,115,"new bel road, bangalore"
292327,Sree Ganesha Fruit Juice Center,,50,166,"new bel road, bangalore"
292328,Kerala Ithaa's,,150,444,"hsr, bangalore"
292329,Namma Chickpet Donne Biryani,,300,1122,"whitefield, bangalore"
292364,Akshaya Family Restaurant,,225,889,"kalyan nagar, bangalore"
292365,HRX By EatFit, Pizza,250,28,"kadubeesanahalli, bangalore"
292368,Flo, Beverages,800,8,"church street, bangalore"
292395,Eden Park, Sichuan,550,484,"cunningham road, bangalore"
292423,The Red Lantern,,350,351,"old madras road, bangalore"
292424,Dilli Biryani Point,,150,12,"btm, bangalore"
292432,New Udupi Garden,,175,1978,"marathahalli, bangalore"
292466,Magma Cakes,,350,143,"kadubeesanahalli, bangalore"
292467,Mayuri,,500,1905,"jp nagar, bangalore"
292468,Kabab King,,150,6105,"kumaraswamy layout, bangalore"
292469,Angel Restaurant,,225,2540,"bannerghatta road, bangalore"
292478,Kitchen Of Gourmet,,150,708,"btm, bangalore"
292479,AL Bain Restaurant,,400,1580,"kammanahalli, bangalore"
292480,Idlyappam,,100,65,"marathahalli, bangalore"
292481,Ghar Da Swaad,,150,711,"bellandur, bangalore"
292515,Malleshwaram Dosa Corner,,75,22800,"malleshwaram, bangalore"
292564,Sharma Chats And Chinese Corner,,75,160,"jakkur, bangalore"
292567,Pind Punjabi,,250,168,"rammurthy nagar, bangalore"
292568,Sri Ram's Juicy N Spicy,,100,19,"basaveshwara nagar, bangalore"
292602,Hotel New Theeram,,200,13,"thippasandra, bangalore"
292655,Desi Chats,,75,947,"kaggadasapura, bangalore"
292673,Brahmin's Veg Corner,,75,188,"banashankari, bangalore"
292674,Mumbai Xpress,,200,1256,"basavanagudi, bangalore"
292675,Mumbai Xpress,,175,1256,"basavanagudi, bangalore"
292676,Kwality Walls Frozen Dessert And Ice Cream Shop,,100,94,"rajarajeshwari nagar, bangalore"
292689,Hatch, Biryani,600,969,"malleshwaram, bangalore"
292690,Yogitha Chats & Vadapav Corner,,50,196,"bannerghatta road, bangalore"
292695,Lulu's Family Restaurant,,200,5882,"kr puram, bangalore"
292696,Bist Dhaba,,100,182,"btm, bangalore"
292718,Kekou,,250,678,"hbr layout, bangalore"
292734,North And South Zone,,200,666,"sahakara nagar, bangalore"
292735,Brunch Hub,,100,235,"bellandur, bangalore"
292736,Heavenly,,100,473,"hebbal, bangalore"
292754,Niyu,,200,1624,"jp nagar, bangalore"
292764,Srinidhi Signature,,600,1209,"itpl main road, whitefield, bangalore"
292765,O4H - Order For Health,,250,2279,"bellandur, bangalore"
292768,Pastrycrave,,200,0,"jayanagar, bangalore"
292834,Namma Bangarpet Bhel House,,100,165,"jayanagar, bangalore"
292840,Snacks Ville,,250,65,"nagawara, bangalore"
292841,Haji Ali Juice Centre,,200,331,"frazer town, bangalore"
292842,Kheer Bahaar,,100,28,"sarjapur road, bangalore"
292843,Kheer Bahaar,,75,28,"sarjapur road, bangalore"
292854,Kasipu,,650,118,"jalahalli, bangalore"
292910,The Kings Of Burger,,150,115,"jalahalli, bangalore"
292911,Ranga Restaurant,,200,1159,"bellandur, bangalore"
292918,The Yellow Tree,,350,246,"hennur, bangalore"
292919,Sannidhi Grand,,200,6249,"kammanahalli, bangalore"
292920,Cafe Indulge, Sandwich,250,13,"bannerghatta road, bangalore"
292921,Sri Balaji Friends Mess,,100,0,"electronic city, bangalore"
292940,Labonel Fine Baking,,250,1,"prestige trade tower, race course road, bangalore"
292973,Kapital Kitchen, Desserts,200,31,"whitefield, bangalore"
292974,Kapital Kitchen, Desserts,350,31,"whitefield, bangalore"
292975,House Of Mughals,,250,4,"brookefield, bangalore"
292977,Vidyarthi Bhavan,,50,569,"basavanagudi, bangalore"
292978,Lakeview Milkbar, Salad,250,894,"mg road, bangalore"
292980,Lakeview Milkbar, Salad,200,894,"mg road, bangalore"
292981,Ohh Kolkata,,200,199,"brookefield, bangalore"
292982,Juice N Joy,,100,23,"brookefield, bangalore"
292983,Hokart - Lokesh Pav Bhaji & Vada Pav,,50,32,"indiranagar, bangalore"
292989,Shahi Kadaai,,450,67,"marathahalli, bangalore"
292990,Soul Indian Specialty - Svenska Design Hotel,,1000,19,"svenska design hotel, electronic city, bangalore"
292991,Ebowl,,200,16,"electronic city, bangalore"
292992,Hotel Park,,100,429,"jakkur, bangalore"
292993,Arusha Grandeur Veg & Non Veg,,275,6,"banaswadi, bangalore"
293003,Atithi Satkaar, Shake,300,259,"city market, bangalore"
293041,Snack Ride,,150,96,"bommanahalli, bangalore"
293057,Ongole Tiffin Centre,,50,269,"marathahalli, bangalore"
293058,Litti House,,275,5175,"brookefield, bangalore"
293061,Crispy Studio,,200,427,"jp nagar, bangalore"
293079,The Engineer's Dhaba, Shake,350,615,"kadubeesanahalli, bangalore"
293084,Mystique Palate,,200,3927,"jayanagar, bangalore"
293085,Mystique Palate,,175,3927,"jayanagar, bangalore"
293086,Mystique Palate,,150,3927,"jayanagar, bangalore"
293087,HVR Veg,,75,521,"seshadripuram, bangalore"
293088,Chikkanna Tiffin Room,,100,593,"city market, bangalore"
293108,Calicut Restaurant,,250,7479,"yeshwantpur, bangalore"
293109,Dal Roti Sabji,,75,4886,"indiranagar, bangalore"
293115,Pizza Stories,,200,53,"banashankari, bangalore"
293129,Khana Dumdaar,,200,99,"jp nagar, bangalore"
293143,Nammura Naati Mane,,200,205,"sanjay nagar, bangalore"
293158,Al Fillfilah Mandi Majlis,,250,150,"jayanagar, bangalore"
293244,Bengali Khabar,,200,488,"old airport road, bangalore"
293245,The Firangi Dhaba,,275,40,"brookefield, bangalore"
293246,Brahmins’ Thatte Idli,,100,456,"new bel road, bangalore"
293247,Abhiruchi,,75,28,"seshadripuram, bangalore"
293269,Hotel Green Tara,,250,810,"brigade road, bangalore"
293290,Gharwala Zaika, Rajasthani,100,50,"electronic city, bangalore"
293291,Sukh Sagar, Sichuan,250,1413,"koramangala 5th block, bangalore"
293292,Sukh Sagar, Sichuan,300,1413,"koramangala 5th block, bangalore"
293294,Sukh Sagar, Sichuan,225,1413,"koramangala 5th block, bangalore"
293389,Malabar Darbar, North Indian,300,1,"marathahalli, bangalore"
293391,Rajpurohit Sweets,,50,3436,"banaswadi, bangalore"
293412,Grand Desi Paratha,,200,452,"rajarajeshwari nagar, bangalore"
293419,Sarafizzy Delights,,50,6,"kalyan nagar, bangalore"
293420,Toast & Tonic,,900,143,"richmond road, bangalore"
293421,Express Punjabi Dhaba,,200,95,"electronic city, bangalore"
293422,BBQ Night 1996,,100,57,"electronic city, bangalore"
293423,Hotel Nalapaka,,150,1135,"rajajinagar, bangalore"
293438,Auntie Fung's, Korean,300,1491,"indiranagar, bangalore"
293453,Bamboo Restaurant,,350,1562,"kalyan nagar, bangalore"
293454,The Rasoiya Street,,450,6619,"electronic city, bangalore"
293469,Swadisht Parathaz,,50,354,"nagarbhavi, bangalore"
293493,Nanda's,,350,3197,"hsr, bangalore"
293514,Via Dilli,,150,145,"rajarajeshwari nagar, bangalore"
293515,Hokart - Sri Balaji Chats Chole Kulche,,75,63,"hsr, bangalore"
293516,Shreenath Bhel Center,,100,1,"hennur, bangalore"
293532,Maedah, Desserts,150,1805,"koramangala 8th block, bangalore"
293533,Sandos 'n Grills, Sandwich,250,643,"kalyan nagar, bangalore"
293581,Zahra's Kitchen, Afghan,100,809,"frazer town, bangalore"
293673,Gowda's Nati Cafe,,150,667,"btm, bangalore"
293680,Grand View Restaurant,,200,15,"electronic city, bangalore"
293681,Malnad Halli Mane,,150,745,"rammurthy nagar, bangalore"
293682,Roopa's Home Made Food,,100,184,"electronic city, bangalore"
293683,Mayura Sagar,,200,1208,"brookefield, bangalore"
293702,Goli Vada Pav No 1,,100,151,"banashankari, bangalore"
293716,Manhatten Burgers,,300,1,"thippasandra, bangalore"
293717,Rasapaka,,200,91,"majestic, bangalore"
293718,Golden Oak - La Marvella Sarovar Premiere Hotel,,900,3,"la marvella hotel, bangalore"
293719,Indian Chicken Biriyani Point,,125,522,"vijay nagar, bangalore"
293720,Savitha Family Restaurant, Sichuan,250,20700,"koramangala 4th block, bangalore"
293721,Sahana's Nati Style,,200,6544,"wilson garden, bangalore"
293749,The Druid Garden, Desserts,850,4655,"sahakara nagar, bangalore"
293780,New Mangalore Lunch Home,,150,6709,"koramangala 1st block, bangalore"
293781,Mitti Cafe,,100,480,"peenya, bangalore"
293782,Mitti Cafe,,250,480,"peenya, bangalore"
293790,Coorg Spicy Kadai,,200,739,"hbr layout, bangalore"
293791,Punjabi Restaurant,,150,539,"electronic city, bangalore"
293861,Bhorpet,,200,1592,"rammurthy nagar, bangalore"
293865,Rapture Foods,,100,1,"kumaraswamy layout, bangalore"
293866,Zed The Baker,,400,245,"church street, bangalore"
293867,Zed The Baker,,300,245,"church street, bangalore"
293868,Tuscany Pizzeria,,200,16,"rajajinagar, bangalore"
293869,Sitara Veg, Beverages,200,31400,"electronic city, bangalore"
293878,Appu's Pizzeria,,300,350,"hsr, bangalore"
293900,Amogha Sagar Grand,,150,256,"basaveshwara nagar, bangalore"
293912,SLV Kitchen,,200,8,"jp nagar, bangalore"
293949,Dyadic Burger Factory,,175,40,"banaswadi, bangalore"
293980,Mount Sales,,100,140,"electronic city, bangalore"
294006,Taj Fast Food & Chicken Kebab Center,,150,3,"btm, bangalore"
294060,Spice House,,250,52,"banashankari, bangalore"
294061,Barbeque Nation,,800,1365,"ascendas park square, whitefield, bangalore"
294067,Barbeque Nation,,300,1365,"ascendas park square, whitefield, bangalore"
294095,Andhra Delight,,300,2884,"koramangala 1st block, bangalore"
294100,Sri Devi Vaibhav,,200,218,"hennur, bangalore"
294101,Mumbai Xpress, Sichuan,200,1256,"basavanagudi, bangalore"
294102,Mumbai Xpress, Sichuan,175,1256,"basavanagudi, bangalore"
294115,Mayura 1989 Andhra Speciality Restaurant, Desserts,400,387,"rajajinagar, bangalore"
294128,Rasoighar,,150,38,"marathahalli, bangalore"
294129,Majaa Thindi,,50,3014,"new bel road, bangalore"
294130,Spice N Nice,,150,1,"banashankari, bangalore"
294146,Halwai Sweets And Snacks,,100,54,"itpl main road, whitefield, bangalore"
294162,Taste Of Coast, Mughlai,350,209,"sanjay nagar, bangalore"
294163,Abhiruchi Andhra Mess,,150,13100,"marathahalli, bangalore"
294175,Nirula's, Pasta,250,41,"hbr layout, bangalore"
294187,Full Moon Pizza,,200,56,"rajajinagar, bangalore"
294188,New Samrat Restaurant, Ice Cream,250,360,"seshadripuram, bangalore"
294214,Dakshin Cafe,,200,3582,"jp nagar, bangalore"
294215,Garam Chai Xpress,,100,260,"banashankari, bangalore"
294216,Udupi Upahar, Biryani,200,3202,"kanakapura road, bangalore"
294217,Udupi Upahar, Biryani,175,3202,"kanakapura road, bangalore"
294218,Udupi Upahar, Biryani,50,3202,"kanakapura road, bangalore"
294220,Tasty Shawarma Rolls,,200,4445,"btm, bangalore"
294221,Green Hotel,,100,1780,"sarjapur road, bangalore"
294245,Aahar Quick Bites,,150,213,"cv raman nagar, bangalore"
294246,Combo Plate,,150,390,"bommanahalli, bangalore"
294247,Lalbagh Grand,,250,3714,"basavanagudi, bangalore"
294266,Ammas Pastries,,75,37,"hennur, bangalore"
294289,S M Shawarma Hut,,100,62,"btm, bangalore"
294319,Puneri Katta,,100,2064,"btm, bangalore"
294324,Tandoor And Spice,,500,3469,"jp nagar, bangalore"
294327,Udupi Grand, Sichuan,150,3151,"jalahalli, bangalore"
294329,Chicken Fusion,,200,8,"rt nagar, bangalore"
294330,Banashankari Donne Biriyani,,200,11800,"banashankari, bangalore"
294359,The Carnival House, Beverages,200,7,"ejipura, bangalore"
294360,Ankur Restaurant,,100,1,"kr puram, bangalore"
294380,Refresh,,200,8527,"whitefield, bangalore"
294381,The Foody Station,,150,466,"whitefield, bangalore"
294382,M.M Restaurant,,200,12800,"hsr, bangalore"
294409,Coast @ JP Nagar,,250,820,"jp nagar, bangalore"
294430,Ambur Biryani,,100,12,"electronic city, bangalore"
294448,Kattappas Kitchen,,150,42,"kr puram, bangalore"
294498,Brown Burger Co. Jayanagar,,250,55,"jayanagar, bangalore"
294519,Sendhoor Nataraaj Restaurant,,200,116,"ulsoor, bangalore"
294520,Indian Aroma Resto Cafe,,200,15,"brookefield, bangalore"
294536,Big Wong,,450,797,"bellandur, bangalore"
294538,Mahanthi's,,150,141,"nagawara, bangalore"
294550,Chat Bandi, Beverages,150,92,"jayanagar, bangalore"
294551,Bengal Sweet And Restaurant, North Indian,175,54,"whitefield, bangalore"
294552,The Pizza Bakery - All Day Eatery,,350,2733,"rmz ecoworld, bellandur, bangalore"
294554,Banarasi Tadka,,100,599,"banaswadi, bangalore"
294555,Meisterwurst,,200,235,"electronic city, bangalore"
294563,Mast Punjabi,,200,4856,"electronic city, bangalore"
294567,Break Time Restaurant, South Indian,400,329,"marathahalli, bangalore"
294568,Momo N Cafe,,150,8953,"hennur, bangalore"
294587,Late Night,,300,2627,"btm, bangalore"
294633,Udupi Vaibhav, Shake,200,2223,"hennur, bangalore"
294634,Udupi Vaibhav, Shake,250,2223,"hennur, bangalore"
294635,Desi Tadaka Inn,,150,138,"electronic city, bangalore"
294636,Donut Hubb,,100,302,"rajajinagar, bangalore"
294637,Kaippunnyam Restaurant,,150,196,"brigade road, bangalore"
294638,Gowdru Military Hotel,,200,0,"vijay nagar, bangalore"
294661,Burger G Point,,100,126,"jalahalli, bangalore"
294662,Zak Foods, Street Food,150,0,"kammanahalli, bangalore"
294663,Hyderabadi Biryani Hub,,400,11600,"bellandur, bangalore"
294664,Hyderabadi Biryani Hub,,200,11600,"bellandur, bangalore"
294666,Hotel New Panchavati, Bengali,300,1892,"vijay nagar, bangalore"
294682,S. Vishal Hot Chips,,50,504,"nagawara, bangalore"
294691,Shaadi Ki Dawath,,150,348,"hbr layout, bangalore"
294692,Ice Cream Shop,,225,252,"shivajinagar, bangalore"
294693,Dalma,,300,2185,"koramangala 6th block, bangalore"
294694,Senorita’s Mexican Kitchen By Little Italy,,300,3,"electronic city, bangalore"
294737,Biryani Rooh-e-Khaas,,200,93,"indiranagar, bangalore"
294738,Achari's Home Made,,100,27,"seshadripuram, bangalore"
294743,GR Iyengar Fast Food,,50,91,"malleshwaram, bangalore"
294744,The Best Snacks Adda,,100,125,"new bel road, bangalore"
294762,New Mahesh Friends Food Corner,,150,23200,"btm, bangalore"
294772,"Oki Poki - Sushi, Dimsum & More",,350,34,"indiranagar, bangalore"
294839,Sunath Pizzeria,,200,327,"bommanahalli, bangalore"
294859,Cheese Or Calories,,200,95,"uttarahalli, bangalore"
294880,Hokart-Go Grillzz & Happy Fries,,100,1,"koramangala 5th block, bangalore"
294881,The Kadhi Chawal,,150,82,"marathahalli, bangalore"
294892,Fruit Pulse, Beverages,125,4,"hsr, bangalore"
294893,Jose Mess,,150,5255,"btm, bangalore"
294905,Nammura Upahara,,75,300,"uttarahalli, bangalore"
294908,Rumi,,450,1166,"indiranagar, bangalore"
294922,Waffl'd,,200,55,"electronic city, bangalore"
294928,Chaat Box,,75,205,"hbr layout, bangalore"
294929,Brahmin Veg Cafe,,100,210,"electronic city, bangalore"
294930,Kund Indian Barbeque,,450,654,"indiranagar, bangalore"
294951,The Khanavali Company,,100,115,"jp nagar, bangalore"
294952,Rashmi Food Hub,,100,3,"kaggadasapura, bangalore"
294956,Atithi Grand,,200,228,"yeshwantpur, bangalore"
294958,EAT - East Asian Treats,,250,3873,"electronic city, bangalore"
294979,Kolkata Famous Kathi Roll,,100,112,"btm, bangalore"
294980,VV Rolls And Shawarma,,100,255,"whitefield, bangalore"
294981,The Hyderabad Chefs, Sichuan,200,1008,"whitefield, bangalore"
294982,Delhi Food Point,,150,16200,"koramangala 1st block, bangalore"
294983,Insta Foody's, Beverages,100,1,"electronic city, bangalore"
294984,Desi Chulla,,150,45,"marathahalli, bangalore"
295001,Oven Theory Pizza,,350,2760,"btm, bangalore"
295002,Agarwal's Sweets And Snacks,,150,565,"bannerghatta road, bangalore"
295003,The Pallet,,1000,2201,"whitefield, bangalore"
