,Restaurant,Cusines_all,price_for_one,location
423,AL Bain Restaurant, Beverages,400.0,Kammanahalli
424,AL Bain Restaurant, Chinese,400.0,Kammanahalli
425,AL Bain Restaurant, Desserts,400.0,Kammanahalli
426,AL Bain Restaurant, Lebanese,400.0,Kammanahalli
427,AL Bain Restaurant,North Indian,400.0,Kammanahalli
428,AL Zaika Restaurant, Beverages,150.0,Shivajinagar
429,AL Zaika Restaurant, Chinese,150.0,Shivajinagar
430,AL Zaika Restaurant, Fast Food,150.0,Shivajinagar
431,AL Zaika Restaurant, Ice Cream,150.0,Shivajinagar
432,AL Zaika Restaurant, Mughlai,150.0,Shivajinagar
433,AL Zaika Restaurant, North Indian,150.0,Shivajinagar
434,AL Zaika Restaurant, Street Food,150.0,Shivajinagar
435,AL Zaika Restaurant,Biryani,150.0,Shivajinagar
436,AL-Arabic Shawarma, Shawarma,150.0,Indiranagar
437,AL-Arabic Shawarma,Arabian,150.0,Indiranagar
438,ASEAN - On The Edge, Asian,900.0,Barton Centre
439,ASEAN - On The Edge, Biryani,900.0,Barton Centre
440,ASEAN - On The Edge, Desserts,900.0,Barton Centre
441,ASEAN - On The Edge,North Indian,900.0,Barton Centre
442,ATH - All Things Healthy!, Desserts,250.0,JP Nagar
443,ATH - All Things Healthy!, Desserts,250.0,HSR
444,ATH - All Things Healthy!, Desserts,250.0,Whitefield
445,ATH - All Things Healthy!, Desserts,250.0,Sarjapur Road
446,ATH - All Things Healthy!, Desserts,250.0,Domlur
447,ATH - All Things Healthy!, Desserts,250.0,Sanjay Nagar
448,ATH - All Things Healthy!, Desserts,250.0,Bommasandra
449,ATH - All Things Healthy!, Desserts,250.0,Kammanahalli
450,ATH - All Things Healthy!, Fast Food,250.0,JP Nagar
451,ATH - All Things Healthy!, Fast Food,250.0,HSR
452,ATH - All Things Healthy!, Fast Food,250.0,Whitefield
453,ATH - All Things Healthy!, Fast Food,250.0,Sarjapur Road
454,ATH - All Things Healthy!, Fast Food,250.0,Domlur
455,ATH - All Things Healthy!, Fast Food,250.0,Sanjay Nagar
456,ATH - All Things Healthy!, Fast Food,250.0,Bommasandra
457,ATH - All Things Healthy!, Fast Food,250.0,Kammanahalli
458,ATH - All Things Healthy!, North Indian,250.0,JP Nagar
459,ATH - All Things Healthy!, North Indian,250.0,HSR
460,ATH - All Things Healthy!, North Indian,250.0,Whitefield
461,ATH - All Things Healthy!, North Indian,250.0,Sarjapur Road
462,ATH - All Things Healthy!, North Indian,250.0,Domlur
463,ATH - All Things Healthy!, North Indian,250.0,Sanjay Nagar
464,ATH - All Things Healthy!, North Indian,250.0,Bommasandra
465,ATH - All Things Healthy!, North Indian,250.0,Kammanahalli
466,ATH - All Things Healthy!,Healthy Food,250.0,JP Nagar
467,ATH - All Things Healthy!,Healthy Food,250.0,HSR
468,ATH - All Things Healthy!,Healthy Food,250.0,Whitefield
469,ATH - All Things Healthy!,Healthy Food,250.0,Sarjapur Road
470,ATH - All Things Healthy!,Healthy Food,250.0,Domlur
471,ATH - All Things Healthy!,Healthy Food,250.0,Sanjay Nagar
472,ATH - All Things Healthy!,Healthy Food,250.0,Bommasandra
473,ATH - All Things Healthy!,Healthy Food,250.0,Kammanahalli
474,AVS Food Products, Street Food,200.0,Kalyan Nagar
475,AVS Food Products,Mithai,200.0,Kalyan Nagar
476,Aadam's  Ruchikoottu, Beverages,250.0,Bannerghatta Road
477,Aadam's  Ruchikoottu, Biryani,250.0,Bannerghatta Road
478,Aadam's  Ruchikoottu, Fast Food,250.0,Bannerghatta Road
479,Aadam's  Ruchikoottu, Ice Cream,250.0,Bannerghatta Road
480,Aadam's  Ruchikoottu, Kerala,250.0,Bannerghatta Road
481,Aadam's  Ruchikoottu, North Indian,250.0,Bannerghatta Road
482,Aadam's  Ruchikoottu, Seafood,250.0,Bannerghatta Road
483,Aadam's  Ruchikoottu,South Indian,250.0,Bannerghatta Road
484,Aadvik Ka Kitchen, Beverages,150.0,RT Nagar
485,Aadvik Ka Kitchen, Chinese,150.0,RT Nagar
486,Aadvik Ka Kitchen, Sichuan,150.0,RT Nagar
487,Aadvik Ka Kitchen, South Indian,150.0,RT Nagar
488,Aadvik Ka Kitchen, Street Food,150.0,RT Nagar
489,Aadvik Ka Kitchen,North Indian,150.0,RT Nagar
490,Aaha Andhra, Biryani,325.0,Orion Mall
491,Aaha Andhra, Chinese,325.0,Orion Mall
492,Aaha Andhra, North Indian,325.0,Orion Mall
493,Aaha Andhra,Andhra,325.0,Orion Mall
494,Aaha Bhojanam, Andhra,150.0,Yeshwantpur
495,Aaha Bhojanam, Beverages,150.0,Yeshwantpur
496,Aaha Bhojanam,North Indian,150.0,Yeshwantpur
497,Aahaar Veg, Street Food,100.0,Electronic City
498,Aahaar Veg,South Indian,100.0,Electronic City
499,Aahar Cafe, Chinese,175.0,Kaggadasapura
500,Aahar Cafe, Fast Food,175.0,Kaggadasapura
501,Aahar Cafe,North Indian,175.0,Kaggadasapura
502,Aahar Food Court, Chinese,250.0,JP Nagar
503,Aahar Food Court,North Indian,250.0,JP Nagar
504,Aahar Quick Bites, Chinese,150.0,CV Raman Nagar
505,Aahar Quick Bites, North Indian,150.0,CV Raman Nagar
506,Aahar Quick Bites,Fast Food,150.0,CV Raman Nagar
507,Aahar Vihar, Chinese,225.0,Marathahalli
508,Aahar Vihar, Kebab,225.0,Marathahalli
509,Aahar Vihar, Mughlai,225.0,Marathahalli
510,Aahar Vihar, Rolls,225.0,Marathahalli
511,Aahar Vihar, Sichuan,225.0,Marathahalli
512,Aahar Vihar,North Indian,225.0,Marathahalli
513,Aalishaan Biryani, Beverages,100.0,Banashankari
514,Aalishaan Biryani, Biryani,100.0,Banashankari
515,Aalishaan Biryani, Chinese,100.0,Banashankari
516,Aalishaan Biryani, Rolls,100.0,Banashankari
517,Aalishaan Biryani,North Indian,100.0,Banashankari
518,Aalishan Restaurant & Caterer, Biryani,325.0,Koramangala 7th Block
519,Aalishan Restaurant & Caterer, Kebab,325.0,Koramangala 7th Block
520,Aalishan Restaurant & Caterer, Mughlai,325.0,Koramangala 7th Block
521,Aalishan Restaurant & Caterer,North Indian,325.0,Koramangala 7th Block
522,Aaliyar Ambur Dum Biryani,Biryani,100.0,Brigade Road
523,Aambani Rolls, Beverages,100.0,Sanjay Nagar
524,Aambani Rolls, Fast Food,100.0,Sanjay Nagar
525,Aambani Rolls, Street Food,100.0,Sanjay Nagar
526,Aambani Rolls,Rolls,100.0,Sanjay Nagar
527,Aapni Rasoi, Chinese,200.0,Bellandur
528,Aapni Rasoi,North Indian,200.0,Bellandur
529,Aaradhana Kitchens, Andhra,225.0,Nagawara
530,Aaradhana Kitchens, Biryani,225.0,Nagawara
531,Aaradhana Kitchens, Chinese,225.0,Nagawara
532,Aaradhana Kitchens, North Indian,225.0,Nagawara
533,Aaradhana Kitchens, Sichuan,225.0,Nagawara
534,Aaradhana Kitchens,South Indian,225.0,Nagawara
535,Aaradhya Donne Biryani House, South Indian,200.0,Church Street
536,Aaradhya Donne Biryani House,Biryani,200.0,Church Street
537,Aarav De Cuisine, Bengali,275.0,Jalahalli
538,Aarav De Cuisine, Momos,275.0,Jalahalli
539,Aarav De Cuisine, North Indian,275.0,Jalahalli
540,Aarav De Cuisine, Oriental,275.0,Jalahalli
541,Aarav De Cuisine, Rolls,275.0,Jalahalli
542,Aarav De Cuisine, Sichuan,275.0,Jalahalli
543,Aarav De Cuisine,Chinese,275.0,Jalahalli
544,Aarya Home Made, Andhra,200.0,Marathahalli
545,Aarya Home Made, Chinese,200.0,Marathahalli
546,Aarya Home Made, South Indian,200.0,Marathahalli
547,Aarya Home Made,North Indian,200.0,Marathahalli
548,Aastha Bengali Mess, Chinese,125.0,Yeshwantpur
549,Aastha Bengali Mess, North Indian,125.0,Yeshwantpur
550,Aastha Bengali Mess,Bengali,125.0,Yeshwantpur
551,Aathithya, Biryani,600.0,Ashraya Hotel
552,Aathithya, Chinese,600.0,Ashraya Hotel
553,Aathithya, North Indian,600.0,Ashraya Hotel
554,Aathithya,Mughlai,600.0,Ashraya Hotel
555,Aattutheeram Kerala Restaurant, Beverages,200.0,Hennur
556,Aattutheeram Kerala Restaurant, Biryani,200.0,Hennur
557,Aattutheeram Kerala Restaurant, Chinese,200.0,Hennur
558,Aattutheeram Kerala Restaurant, Seafood,200.0,Hennur
559,Aattutheeram Kerala Restaurant, South Indian,200.0,Hennur
560,Aattutheeram Kerala Restaurant,Kerala,200.0,Hennur
561,Abees Mess, Biryani,200.0,BTM
562,Abees Mess, Chinese,200.0,BTM
563,Abees Mess,South Indian,200.0,BTM
564,Abhinandana Gardenia, Andhra,300.0,Jakkur
565,Abhinandana Gardenia, Beverages,300.0,Jakkur
566,Abhinandana Gardenia, Biryani,300.0,Jakkur
567,Abhinandana Gardenia, Chinese,300.0,Jakkur
568,Abhinandana Gardenia, Desserts,300.0,Jakkur
569,Abhinandana Gardenia, Ice Cream,300.0,Jakkur
570,Abhinandana Gardenia, North Indian,300.0,Jakkur
571,Abhinandana Gardenia,South Indian,300.0,Jakkur
572,Abhiruchi,South Indian,75.0,Seshadripuram
573,Abhiruchi Andhra Mess, Biryani,150.0,Marathahalli
574,Abhiruchi Andhra Mess, South Indian,150.0,Marathahalli
575,Abhiruchi Andhra Mess,Andhra,150.0,Marathahalli
576,Abhiruchi Hotel, Biryani,250.0,BTM
577,Abhiruchi Hotel, Chinese,250.0,BTM
578,Abhiruchi Hotel, North Indian,250.0,BTM
579,Abhiruchi Hotel, Seafood,250.0,BTM
580,Abhiruchi Hotel,Andhra,250.0,BTM
581,Abhiruchi Restaurant, Andhra,225.0,Bellandur
582,Abhiruchi Restaurant, Andhra,225.0,Sarjapur Road
583,Abhiruchi Restaurant, Biryani,225.0,Bellandur
584,Abhiruchi Restaurant, Biryani,225.0,Sarjapur Road
585,Abhiruchi Restaurant, Chinese,225.0,Bellandur
586,Abhiruchi Restaurant, Chinese,225.0,Sarjapur Road
587,Abhiruchi Restaurant, Hyderabadi,225.0,Bellandur
588,Abhiruchi Restaurant, Hyderabadi,225.0,Sarjapur Road
589,Abhiruchi Restaurant, North Indian,225.0,Bellandur
590,Abhiruchi Restaurant, North Indian,225.0,Sarjapur Road
591,Abhiruchi Restaurant, Sichuan,225.0,Bellandur
592,Abhiruchi Restaurant, Sichuan,225.0,Sarjapur Road
593,Abhiruchi Restaurant, Wraps,225.0,Bellandur
594,Abhiruchi Restaurant, Wraps,225.0,Sarjapur Road
595,Abhiruchi Restaurant,Andhra,225.0,Bellandur
596,Abhiruchi Restaurant,Andhra,225.0,Sarjapur Road
597,Abhiruchi Restaurant,North Indian,225.0,Bellandur
598,Abhiruchi Restaurant,North Indian,225.0,Sarjapur Road
599,Absolute Chinese, Asian,250.0,Rajajinagar
600,Absolute Chinese, Continental,250.0,Rajajinagar
601,Absolute Chinese, Sichuan,250.0,Rajajinagar
602,Absolute Chinese, Thai,250.0,Rajajinagar
603,Absolute Chinese,Chinese,250.0,Rajajinagar
604,Absolute Momo Cafe, Beverages,200.0,Kumaraswamy Layout
605,Absolute Momo Cafe, Chinese,200.0,Kumaraswamy Layout
606,Absolute Momo Cafe, Fast Food,200.0,Kumaraswamy Layout
607,Absolute Momo Cafe, North Indian,200.0,Kumaraswamy Layout
608,Absolute Momo Cafe, Street Food,200.0,Kumaraswamy Layout
609,Absolute Momo Cafe,Momos,200.0,Kumaraswamy Layout
610,Absolute Shawarma, Rolls,135.71428571428572,Kumaraswamy Layout
611,Absolute Shawarma, Rolls,135.71428571428572,JP Nagar
612,Absolute Shawarma, Rolls,135.71428571428572,Brookefield
613,Absolute Shawarma, Rolls,135.71428571428572,HSR
614,Absolute Shawarma, Rolls,135.71428571428572,Sanjay Nagar
615,Absolute Shawarma, Rolls,135.71428571428572,Thippasandra
616,Absolute Shawarma, Rolls,135.71428571428572,Bellandur
617,Absolute Shawarma,Lebanese,135.71428571428572,Kumaraswamy Layout
618,Absolute Shawarma,Lebanese,135.71428571428572,JP Nagar
619,Absolute Shawarma,Lebanese,135.71428571428572,Brookefield
620,Absolute Shawarma,Lebanese,135.71428571428572,HSR
621,Absolute Shawarma,Lebanese,135.71428571428572,Sanjay Nagar
622,Absolute Shawarma,Lebanese,135.71428571428572,Thippasandra
623,Absolute Shawarma,Lebanese,135.71428571428572,Bellandur
624,Abubakar Siddiq Hotel, Mughlai,150.0,Malleshwaram
625,Abubakar Siddiq Hotel, North Indian,150.0,Malleshwaram
626,Abubakar Siddiq Hotel, Rolls,150.0,Malleshwaram
627,Abubakar Siddiq Hotel, South Indian,150.0,Malleshwaram
628,Abubakar Siddiq Hotel,Chinese,150.0,Malleshwaram
629,Acha's Food, Beverages,100.0,Indiranagar
630,Acha's Food, North Indian,100.0,Indiranagar
631,Acha's Food, Shake,100.0,Indiranagar
632,Acha's Food,Fast Food,100.0,Indiranagar
633,Achari's Home Made,Pizza,100.0,Seshadripuram
634,Achari's Homemade,Pizza,200.0,Rajajinagar
635,Achayans Pride,Kerala,150.0,Electronic City
636,Achayyan's, South Indian,175.0,Indiranagar
637,Achayyan's,Kerala,175.0,Indiranagar
638,Ac’lyrics, Chinese,450.0,Svenska Design Hotel
639,Ac’lyrics, Finger Food,450.0,Svenska Design Hotel
640,Ac’lyrics, Italian,450.0,Svenska Design Hotel
641,Ac’lyrics,Seafood,450.0,Svenska Design Hotel
642,Adarsh Tiffins,South Indian,50.0,JP Nagar
643,Adda - The Restaurant, Biryani,225.0,Bommanahalli
644,Adda - The Restaurant, Chinese,225.0,Bommanahalli
645,Adda - The Restaurant, Seafood,225.0,Bommanahalli
646,Adda - The Restaurant, Sichuan,225.0,Bommanahalli
647,Adda - The Restaurant,North Indian,225.0,Bommanahalli
648,Addiction, Goan,250.0,Vijay Nagar
649,Addiction, Italian,250.0,Vijay Nagar
650,Addiction, Mexican,250.0,Vijay Nagar
651,Addiction,American,250.0,Vijay Nagar
652,Adhikari Food Zone, Chinese,175.0,Marathahalli
653,Adhikari Food Zone, North Indian,175.0,Marathahalli
654,Adhikari Food Zone,Seafood,175.0,Marathahalli
655,Adiga's, Beverages,200.0,Whitefield
656,Adiga's, Beverages,200.0,Majestic
657,Adiga's, Beverages,200.0,Bellandur
658,Adiga's, Beverages,200.0,Electronic City
659,Adiga's, Beverages,200.0,Bannerghatta Road
660,Adiga's, Beverages,200.0,Sahakara Nagar
661,Adiga's, Beverages,200.0,Indiranagar
662,Adiga's, Beverages,200.0,Jayanagar
663,Adiga's, Beverages,200.0,Marathahalli
664,Adiga's, Beverages,200.0,HSR
665,Adiga's, Chinese,200.0,Whitefield
666,Adiga's, Chinese,200.0,Majestic
667,Adiga's, Chinese,200.0,Bellandur
668,Adiga's, Chinese,200.0,Electronic City
669,Adiga's, Chinese,200.0,Bannerghatta Road
670,Adiga's, Chinese,200.0,Sahakara Nagar
671,Adiga's, Chinese,200.0,Indiranagar
672,Adiga's, Chinese,200.0,Jayanagar
673,Adiga's, Chinese,200.0,Marathahalli
674,Adiga's, Chinese,200.0,HSR
675,Adiga's, Desserts,200.0,Whitefield
676,Adiga's, Desserts,200.0,Majestic
677,Adiga's, Desserts,200.0,Bellandur
678,Adiga's, Desserts,200.0,Electronic City
679,Adiga's, Desserts,200.0,Bannerghatta Road
680,Adiga's, Desserts,200.0,Sahakara Nagar
681,Adiga's, Desserts,200.0,Indiranagar
682,Adiga's, Desserts,200.0,Jayanagar
683,Adiga's, Desserts,200.0,Marathahalli
684,Adiga's, Desserts,200.0,HSR
685,Adiga's, Ice Cream,200.0,Whitefield
686,Adiga's, Ice Cream,200.0,Majestic
687,Adiga's, Ice Cream,200.0,Bellandur
688,Adiga's, Ice Cream,200.0,Electronic City
689,Adiga's, Ice Cream,200.0,Bannerghatta Road
690,Adiga's, Ice Cream,200.0,Sahakara Nagar
691,Adiga's, Ice Cream,200.0,Indiranagar
692,Adiga's, Ice Cream,200.0,Jayanagar
693,Adiga's, Ice Cream,200.0,Marathahalli
694,Adiga's, Ice Cream,200.0,HSR
695,Adiga's, North Indian,200.0,Whitefield
696,Adiga's, North Indian,200.0,Majestic
697,Adiga's, North Indian,200.0,Bellandur
698,Adiga's, North Indian,200.0,Electronic City
699,Adiga's, North Indian,200.0,Bannerghatta Road
700,Adiga's, North Indian,200.0,Sahakara Nagar
701,Adiga's, North Indian,200.0,Indiranagar
702,Adiga's, North Indian,200.0,Jayanagar
703,Adiga's, North Indian,200.0,Marathahalli
704,Adiga's, North Indian,200.0,HSR
705,Adiga's, Street Food,200.0,Whitefield
706,Adiga's, Street Food,200.0,Majestic
707,Adiga's, Street Food,200.0,Bellandur
708,Adiga's, Street Food,200.0,Electronic City
709,Adiga's, Street Food,200.0,Bannerghatta Road
710,Adiga's, Street Food,200.0,Sahakara Nagar
711,Adiga's, Street Food,200.0,Indiranagar
712,Adiga's, Street Food,200.0,Jayanagar
713,Adiga's, Street Food,200.0,Marathahalli
714,Adiga's, Street Food,200.0,HSR
715,Adiga's,South Indian,200.0,Whitefield
716,Adiga's,South Indian,200.0,Majestic
717,Adiga's,South Indian,200.0,Bellandur
718,Adiga's,South Indian,200.0,Electronic City
719,Adiga's,South Indian,200.0,Bannerghatta Road
720,Adiga's,South Indian,200.0,Sahakara Nagar
721,Adiga's,South Indian,200.0,Indiranagar
722,Adiga's,South Indian,200.0,Jayanagar
723,Adiga's,South Indian,200.0,Marathahalli
724,Adiga's,South Indian,200.0,HSR
725,Adithya, Beverages,150.0,JP Nagar
726,Adithya, Chinese,150.0,JP Nagar
727,Adithya, Ice Cream,150.0,JP Nagar
728,Adithya, North Indian,150.0,JP Nagar
729,Adithya, Street Food,150.0,JP Nagar
730,Adithya,South Indian,150.0,JP Nagar
731,Aditya Sweets, Street Food,100.0,Whitefield
732,Aditya Sweets,Mithai,100.0,Whitefield
733,Adukkala Restaurant, Bengali,275.0,Kalyan Nagar
734,Adukkala Restaurant, Bengali,275.0,Rammurthy Nagar
735,Adukkala Restaurant, Beverages,275.0,Kalyan Nagar
736,Adukkala Restaurant, Beverages,275.0,Rammurthy Nagar
737,Adukkala Restaurant, Biryani,275.0,Kalyan Nagar
738,Adukkala Restaurant, Biryani,275.0,Rammurthy Nagar
739,Adukkala Restaurant, Chinese,275.0,Kalyan Nagar
740,Adukkala Restaurant, Chinese,275.0,Rammurthy Nagar
741,Adukkala Restaurant, Desserts,275.0,Kalyan Nagar
742,Adukkala Restaurant, Desserts,275.0,Rammurthy Nagar
743,Adukkala Restaurant, Fast Food,275.0,Kalyan Nagar
744,Adukkala Restaurant, Fast Food,275.0,Rammurthy Nagar
745,Adukkala Restaurant, Kerala,275.0,Kalyan Nagar
746,Adukkala Restaurant, Kerala,275.0,Rammurthy Nagar
747,Adukkala Restaurant, Lebanese,275.0,Kalyan Nagar
748,Adukkala Restaurant, Lebanese,275.0,Rammurthy Nagar
749,Adukkala Restaurant, North Indian,275.0,Kalyan Nagar
750,Adukkala Restaurant, North Indian,275.0,Rammurthy Nagar
751,Adukkala Restaurant, Seafood,275.0,Kalyan Nagar
752,Adukkala Restaurant, Seafood,275.0,Rammurthy Nagar
753,Adukkala Restaurant, Street Food,275.0,Kalyan Nagar
754,Adukkala Restaurant, Street Food,275.0,Rammurthy Nagar
755,Adukkala Restaurant,South Indian,275.0,Kalyan Nagar
756,Adukkala Restaurant,South Indian,275.0,Rammurthy Nagar
757,Advik Upahara, Chinese,125.0,Nagawara
758,Advik Upahara, North Indian,125.0,Nagawara
759,Advik Upahara,South Indian,125.0,Nagawara
760,Advika's Roti Corner,North Indian,100.0,Vijay Nagar
761,Affaf Restaurant, Biryani,200.0,Jakkur
762,Affaf Restaurant, Chinese,200.0,Jakkur
763,Affaf Restaurant, Mughlai,200.0,Jakkur
764,Affaf Restaurant, Sichuan,200.0,Jakkur
765,Affaf Restaurant, South Indian,200.0,Jakkur
766,Affaf Restaurant, Street Food,200.0,Jakkur
767,Affaf Restaurant,North Indian,200.0,Jakkur
768,Afghani Tandoori Hub, Beverages,200.0,BTM
769,Afghani Tandoori Hub, Chinese,200.0,BTM
770,Afghani Tandoori Hub, Desserts,200.0,BTM
771,Afghani Tandoori Hub, Fast Food,200.0,BTM
772,Afghani Tandoori Hub, North Indian,200.0,BTM
773,Afghani Tandoori Hub, Sichuan,200.0,BTM
774,Afghani Tandoori Hub,Afghan,200.0,BTM
775,After Dark, Beverages,250.0,Kanakapura Road
776,After Dark, Chinese,250.0,Kanakapura Road
777,After Dark, Desserts,250.0,Kanakapura Road
778,After Dark, Pasta,250.0,Kanakapura Road
779,After Dark, Shake,250.0,Kanakapura Road
780,After Dark,South Indian,250.0,Kanakapura Road
781,After One 90, Kebab,250.0,Malleshwaram
782,After One 90, North Indian,250.0,Malleshwaram
783,After One 90, Rolls,250.0,Malleshwaram
784,After One 90, Street Food,250.0,Malleshwaram
785,After One 90,South Indian,250.0,Malleshwaram
786,Agarwal Food Service, Bihari,100.0,BTM
787,Agarwal Food Service, Biryani,100.0,BTM
788,Agarwal Food Service, Chinese,100.0,BTM
789,Agarwal Food Service,North Indian,100.0,BTM
790,Agarwal Mithai, Beverages,100.0,Electronic City
791,Agarwal Mithai, Desserts,100.0,Electronic City
792,Agarwal Mithai, North Indian,100.0,Electronic City
793,Agarwal Mithai,Street Food,100.0,Electronic City
794,Agarwal Restaurant, Fast Food,150.0,Bannerghatta Road
795,Agarwal Restaurant, Shake,150.0,Bannerghatta Road
796,Agarwal Restaurant,North Indian,150.0,Bannerghatta Road
797,Agarwal's Sweets And Snacks, Beverages,150.0,Bannerghatta Road
798,Agarwal's Sweets And Snacks, Chinese,150.0,Bannerghatta Road
799,Agarwal's Sweets And Snacks, Mithai,150.0,Bannerghatta Road
800,Agarwal's Sweets And Snacks, North Indian,150.0,Bannerghatta Road
801,Agarwal's Sweets And Snacks, Street Food,150.0,Bannerghatta Road
802,Agarwal's Sweets And Snacks,Fast Food,150.0,Bannerghatta Road
803,Agrawal's Matru Bhog, Mithai,175.0,Bannerghatta Road
804,Agrawal's Matru Bhog,North Indian,175.0,Bannerghatta Road
805,Aha Ruchi, Kerala,225.0,HSR
806,Aha Ruchi, Seafood,225.0,HSR
807,Aha Ruchi,South Indian,225.0,HSR
808,Aha Tiffins, Beverages,100.0,Rammurthy Nagar
809,Aha Tiffins, Chinese,100.0,Rammurthy Nagar
810,Aha Tiffins, Street Food,100.0,Rammurthy Nagar
811,Aha Tiffins,South Indian,100.0,Rammurthy Nagar
812,Ahmad's Chicken Hut, Chinese,100.0,Banaswadi
813,Ahmad's Chicken Hut,North Indian,100.0,Banaswadi
814,Ahmediya Lazeez Kababs, Rolls,100.0,Nagawara
815,Ahmediya Lazeez Kababs,North Indian,100.0,Nagawara
816,Aioli BBQ And Grill, BBQ,700.0,Cunningham Road
817,Aioli BBQ And Grill, European,700.0,Cunningham Road
