Restaurant,Cusines_all,price_for_one,delivery_review_number,location
Lo! - Low Carb And Keto Foods,,150,714,"domlur, bangalore"
Lo! - Low Carb And Keto Foods,,200,714,"domlur, bangalore"
The Spring Onion,,150,282,"jalahalli, bangalore"
Adiga's, Beverages,150,172,"whitefield, bangalore"
Adiga's, Beverages,250,172,"whitefield, bangalore"
Goli Vada Pav No. 1,,125,649,"hsr, bangalore"
Absolute Shawarma,,100,1244,"kumaraswamy layout, bangalore"
Absolute Shawarma,,150,1244,"kumaraswamy layout, bangalore"
Biggies Burger,,150,1595,"hsr, bangalore"
Slay Coffee Bar,,175,275,"ulsoor, bangalore"
The Good Bowl,,200,167,"shanti nagar, bangalore"
Truffles, Beverages,450,1945,"new bel road, bangalore"
Truffles, Beverages,200,1945,"new bel road, bangalore"
Hokart - Pavithra Tiffins,,100,0,"kanakapura road, bangalore"
Paris Panini - Gourmet Sandwiches,,350,591,"whitefield, bangalore"
Paris Panini - Gourmet Sandwiches,,300,591,"whitefield, bangalore"
Momo Zone - The Momo Company,,150,244,"domlur, bangalore"
Kunafa World,,200,1627,"koramangala 8th block, bangalore"
Kunafa World,,150,1627,"koramangala 8th block, bangalore"
Cafe Tasty Bite,,225,118,"banaswadi, bangalore"
Sri Aakash Punjabi Dhaba,,225,634,"btm, bangalore"
Coorg Pork Station,,200,1059,"kalyan nagar, bangalore"
Snacks Corner,,150,732,"jeevan bhima nagar, bangalore"
Moriz Restaurant, Beverages,400,1274,"cv raman nagar, bangalore"
Moriz Restaurant, Beverages,500,1274,"cv raman nagar, bangalore"
Udupi Ruchi, Sichuan,225,10200,"rajajinagar, bangalore"
Chefer Plate,,225,356,"banashankari, bangalore"
Chefer Plate,,200,356,"banashankari, bangalore"
Chinese Town,,250,185,"brookefield, bangalore"
Bike Cafe, Street Food,200,15,"nagarbhavi, bangalore"
Fattoush, Sichuan,500,29300,"bannerghatta road, bangalore"
Go Naati,,250,52,"elements mall, nagawara, bangalore"
Go Naati,,200,52,"elements mall, nagawara, bangalore"
Chaayos Chai+Snacks=Relax,,175,2219,"bellandur, bangalore"
Chaayos Chai+Snacks=Relax,,200,2219,"bellandur, bangalore"
Baskin Robbins,,200,11,"rajajinagar, bangalore"
Baskin Robbins,,150,11,"rajajinagar, bangalore"
Chianti, Juices,1000,170,"mg road, bangalore"
Quattro - The Leela Bhartiya City Bengaluru,,1250,112,"jakkur, bangalore"
Fat 2 Fit Healthy Food,,250,1333,"hsr, bangalore"
Pizza Hut,,300,1013,"jp nagar, bangalore"
Pizza Hut,,200,1013,"jp nagar, bangalore"
Zain Kabab Zone,,200,385,"bommanahalli, bangalore"
WOW! Momo,,200,405,"magadi road, bangalore"
Millet Express,,150,387,"bellandur, bangalore"
Pizza Stop,,200,1125,"domlur, bangalore"
Pizza Stop,,300,1125,"domlur, bangalore"
Polar Bear,,175,3801,"bannerghatta road, bangalore"
Polar Bear,,150,3801,"bannerghatta road, bangalore"
Hunger Break,,100,4,"bellandur, bangalore"
Donne Biryani,,250,948,"btm, bangalore"
Donne Biryani,,175,948,"btm, bangalore"
Jayanagar Thindi Mane,,175,31,"jayanagar, bangalore"
Thamboola,,400,245,"banashankari, bangalore"
Wall Street Shack,,100,165,"whitefield, bangalore"
ATH - All Things Healthy!,,250,247,"jp nagar, bangalore"
Foodizo, Desserts,200,1443,"banashankari, bangalore"
Chettinad Food House,,150,1146,"btm, bangalore"
Burger King,,200,4648,"marathahalli, bangalore"
Ibaco,,100,1125,"hsr, bangalore"
Muziriz-The Taste of Malabar,,150,352,"whitefield, bangalore"
Rolls Kitchen,,100,4812,"rajajinagar, bangalore"
Rolls Kitchen,,125,4812,"rajajinagar, bangalore"
Cha Angadi,,100,93,"jayanagar, bangalore"
Edo Restaurant & Bar - ITC Gardenia,,2000,17,"itc gardenia, bangalore"
Foodies Family Restaurant,,250,1883,"bommasandra, bangalore"
Sardarji Ka Dhaba,,125,17500,"bommanahalli, bangalore"
Bhatinda Bhatti,,150,1449,"hsr, bangalore"
Bon Viveur Cakes & Cafe,,225,331,"btm, bangalore"
Pizza @99,,150,1105,"banaswadi, bangalore"
Konark Vegetarian Restaurant, Beverages,350,107,"lavelle road, bangalore"
The Cake House,,50,122,"banashankari, bangalore"
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",,250,3499,"koramangala 5th block, bangalore"
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",,175,3499,"koramangala 5th block, bangalore"
Rapture Food,,200,0,"kumaraswamy layout, bangalore"
Hokart - Jesus TiffIn Center,,75,1,"kalyan nagar, bangalore"
A1 Ambur Chicken Biriyani Point,,100,581,"yeshwantpur, bangalore"
Wayanadan's Cafe,,50,513,"peenya, bangalore"
Global Buffet - Svenska Design Hotel,,600,3,"svenska design hotel, electronic city, bangalore"
Kirti Kitchen,,100,6985,"btm, bangalore"
Southie,,150,45,"hsr, bangalore"
UBQ By Barbeque Nation,,300,2249,"kalyan nagar, bangalore"
Chakhna Snacks Food,,250,245,"hsr, bangalore"
Candice's Gourmet Sandwiches,,350,84,"whitefield, bangalore"
Snack House,,200,844,"itpl main road, whitefield, bangalore"
Hotel Hallimane,,225,187,"bommasandra, bangalore"
Pinch Of Pepper,,350,363,"varthur main road, whitefield, bangalore"
Svadu Pure Ghee Sweets,,150,346,"btm, bangalore"
Park N Eat,,150,9748,"kr puram, bangalore"
Gobi Wala Chinese,,100,9,"btm, bangalore"
Namma Kudla,,50,966,"malleshwaram, bangalore"
Namma Kudla,,225,966,"malleshwaram, bangalore"
Maanasa Biriyaani Naati Style,,250,133,"hennur, bangalore"
Indichinese,,150,1,"whitefield, bangalore"
Auntie Fung's, Burmese,300,1491,"indiranagar, bangalore"
California Burrito,,150,3660,"sigma mall, cunningham road, bangalore"
Faasos - Wraps & Rolls,,150,2915,"bellandur, bangalore"
24th Main,,400,566,"jp nagar, bangalore"
New Ambur Hot Dum Biryani,,150,2764,"bommasandra, bangalore"
Kolkata Famous Kati Roll,,100,800,"banashankari, bangalore"
Kolkata Famous Kati Roll,,125,800,"banashankari, bangalore"
Kolkata Famous Kati Roll,,75,800,"banashankari, bangalore"
Moti Mahal Delux Tandoori Trail,,500,18,"sarjapur road, bangalore"
SLAY Coffee,,200,1426,"kammanahalli, bangalore"
Sri Sai upahara,,100,426,"electronic city, bangalore"
Basaveshwarnagar Dosa Corner,,100,9300,"basaveshwara nagar, bangalore"
Cafe 99 Snacks Parlour, Chinese,200,14400,"kalyan nagar, bangalore"
Momo Point,,150,62,"indiranagar, bangalore"
Potful - Claypot Biryanis,,350,5237,"koramangala 1st block, bangalore"
Puliyogare Palace,,250,64,"thippasandra, bangalore"
Ketogenic Foods - By Infinitea,,450,127,"cunningham road, bangalore"
Naachiyar's,,300,1291,"ulsoor, bangalore"
New Burger Junction,,150,39,"yeshwantpur, bangalore"
The Cake Zone,,350,580,"bommanahalli, bangalore"
Home Plate by EatFit,,150,56,"indiranagar, bangalore"
Godavari Delights,,225,8713,"electronic city, bangalore"
T’s 21 Spice Biryani,,200,1887,"indiranagar, bangalore"
T’s 21 Spice Biryani,,250,1887,"indiranagar, bangalore"
Imperio Combo King,,250,663,"sarjapur road, bangalore"
Natural Ice Cream,,150,1898,"kalyan nagar, bangalore"
Natural Ice Cream,,350,1898,"kalyan nagar, bangalore"
Brahmins' Thatte Idli,,75,5703,"vijay nagar, bangalore"
Brahmins' Thatte Idli,,100,5703,"vijay nagar, bangalore"
Starboy Pizza & Shakes,,300,13,"koramangala 7th block, bangalore"
Starboy Pizza & Shakes,,175,13,"koramangala 7th block, bangalore"
Sakath Momos,,100,29,"city market, bangalore"
Estaa Sweets,,150,2109,"marathahalli, bangalore"
Estaa Sweets,,100,2109,"marathahalli, bangalore"
Chung Wah,,400,3471,"new bel road, bangalore"
Anjappar, Desserts,400,1298,"brigade road, bangalore"
Anjappar, Desserts,200,1298,"brigade road, bangalore"
Aligarh House by EatFit,,250,550,"rajajinagar, bangalore"
Mani's Dum Biryani,,375,10800,"koramangala 5th block, bangalore"
Mani's Dum Biryani,,300,10800,"koramangala 5th block, bangalore"
Banashankari Military Hotel,,200,4614,"hbr layout, bangalore"
Puppy's Gastronomy,,500,32,"vasanth nagar, bangalore"
New Shanthi Sagar,,250,2189,"vijay nagar, bangalore"
New Shanthi Sagar,,200,2189,"vijay nagar, bangalore"
New Shanthi Sagar,,300,2189,"vijay nagar, bangalore"
Swaad Sadan,,250,0,"jp nagar, bangalore"
Punjabi Nukkad Pure Veg,,175,30700,"hsr, bangalore"
Mountain Creamery,,150,50,"marathahalli, bangalore"
Pulusu,,350,224,"new bel road, bangalore"
Samosa Party,,100,2065,"brookefield, bangalore"
Shyam Mishra Juice Centre,,100,18,"shivajinagar, bangalore"
Latitude Cafe,,100,0,"electronic city, bangalore"
Laddoos,,150,5161,"btm, bangalore"
Laddoos,,100,5161,"btm, bangalore"
Fusion Kitchen,,250,576,"jayanagar, bangalore"
Kaati Zone Rolls And Wraps,,200,2248,"electronic city, bangalore"
Cafe Coffee Day,,300,744,"bellandur, bangalore"
Cafe Coffee Day,,250,744,"bellandur, bangalore"
Savoury - Sea Shell Restaurant,,450,2274,"btm, bangalore"
Tasty Stuff,,100,10,"btm, bangalore"
My Lunch Boxx - Mamatha's Home Food,,100,749,"kadubeesanahalli, bangalore"
Great Pizza's,,250,527,"kammanahalli, bangalore"
Simplee Shawarma,,250,3365,"hsr, bangalore"
Subscribe Health,,100,3,"electronic city, bangalore"
Sai Jagannath Food And Chats Point,,175,1040,"bommanahalli, bangalore"
Cookie Man,,150,361,"vega city, bannerghatta road, bangalore"
Cookie Man,,200,361,"vega city, bannerghatta road, bangalore"
Connie's Steakhouse Kitchen, Seafood,750,281,"koramangala 4th block, bangalore"
Malabar Paragon Restaurant, Mughlai,200,208,"btm, bangalore"
Kouzina Kafe - The Food Court,,200,55,"hsr, bangalore"
Empire Restaurant, Beverages,400,45800,"hsr, bangalore"
Empire Restaurant, Beverages,100,45800,"hsr, bangalore"
Subbayyaa Gari Hotel,,150,3877,"brookefield, bangalore"
Meghana Foods,,300,17300,"rajajinagar, bangalore"
Meghana Foods,,250,17300,"rajajinagar, bangalore"
Meghana Foods,,400,17300,"rajajinagar, bangalore"
The Brooklyn Creamery - Healthy Ice Cream,,200,111,"kalyan nagar, bangalore"
The Brooklyn Creamery - Healthy Ice Cream,,50,111,"kalyan nagar, bangalore"
Bhagathram Sweets, Shake,225,292,"ulsoor, bangalore"
Bhagathram Sweets, Shake,150,292,"ulsoor, bangalore"
Prowl Foods By Tiger Shroff,,250,185,"sarjapur road, bangalore"
Taaza Chaat,,50,191,"jp nagar, bangalore"
Hyderabad Biryaani House,,400,13000,"bannerghatta road, bangalore"
Hyderabad Biryaani House,,300,13000,"bannerghatta road, bangalore"
Chaat Street,,150,8289,"hsr, bangalore"
Chaat Street,,175,8289,"hsr, bangalore"
Combo Meals,,50,0,"electronic city, bangalore"
Edesia by Freshmenu,,100,294,"bommanahalli, bangalore"
Sabzi Aur Roti,,250,295,"whitefield, bangalore"
Sabzi Aur Roti,,200,295,"whitefield, bangalore"
Alter Ego D'Deli, Beverages,450,3894,"nagawara, bangalore"
Paratha Lounge,,150,2227,"rammurthy nagar, bangalore"
The Ganache Factory,,200,1648,"jayanagar, bangalore"
Garden Kabab Corner,,200,1417,"yeshwantpur, bangalore"
Thin Tony's Pizza,,450,92,"indiranagar, bangalore"
Sri Udupi Food Hub, Beverages,150,1770,"koramangala 7th block, bangalore"
Sri Udupi Food Hub, Beverages,200,1770,"koramangala 7th block, bangalore"
Sri Udupi Food Hub, Beverages,275,1770,"koramangala 7th block, bangalore"
Ritz,,400,58,"bommasandra, bangalore"
Swathi Restaurant,,175,2491,"jp nagar, bangalore"
Swathi Restaurant,,150,2491,"jp nagar, bangalore"
Cold Stone Creamery,,200,168,"garuda mall, magrath road, bangalore"
Cold Stone Creamery,,175,168,"garuda mall, magrath road, bangalore"
Punyashree Hotel,,100,214,"vijay nagar, bangalore"
Bakingo,,300,93,"hebbal, bangalore"
Bakingo,,100,93,"hebbal, bangalore"
Bakingo,,400,93,"hebbal, bangalore"
McCafe by McDonald's,,250,2,"rt nagar, bangalore"
Chung Wah Express,,250,70,"brigade road, bangalore"
Chung Wah Express,,400,70,"brigade road, bangalore"
Fresh Cane Juice,,50,1002,"hsr, bangalore"
The Tea Brewery,,100,5527,"koramangala 1st block, bangalore"
Brown Burger Co,,200,1,"yeshwantpur, bangalore"
Biryani Bowl,,150,189,"whitefield, bangalore"
Big Bowl Company,,250,896,"banashankari, bangalore"
ZAZA 22 Spice Awadhi Biryani,,250,270,"sarjapur road, bangalore"
Davanagere Chats,,100,132,"nagarbhavi, bangalore"
Juice Shop,,150,4599,"koramangala 5th block, bangalore"
Juice Shop,,100,4599,"koramangala 5th block, bangalore"
McDonald's,,200,8087,"new bel road, bangalore"
Dilli Angeethi,,350,201,"hebbal, bangalore"
Crossway Biryani,,150,0,"whitefield, bangalore"
Kanti Sweets,,50,3154,"indiranagar, bangalore"
Kanti Sweets,,200,3154,"indiranagar, bangalore"
Kanti Sweets,,225,3154,"indiranagar, bangalore"
The Momo Co.,,250,180,"bommanahalli, bangalore"
Saha Chowmein, Sichuan,350,885,"sahakara nagar, bangalore"
Eden Huts Restaurant,,175,1868,"bellandur, bangalore"
Andhra Meal Co,,250,44,"brookefield, bangalore"
One Bites,,250,1726,"brookefield, bangalore"
Ambur Star Briyani Since 1890,,350,6004,"indiranagar, bangalore"
Ambur Biryani Point,,100,233,"koramangala 8th block, bangalore"
Ambur Biryani Point,,125,233,"koramangala 8th block, bangalore"
Ambur Biryani Point,,150,233,"koramangala 8th block, bangalore"
Donne Biryani @Traffic Jam,,225,864,"hennur, bangalore"
Basmati Express,,150,327,"kalyan nagar, bangalore"
24/7 Restaurant,,100,112,"electronic city, bangalore"
Signature Wraps & Rolls By Faasos,,250,8,"basavanagudi, bangalore"
Signature Wraps & Rolls By Faasos,,150,8,"basavanagudi, bangalore"
Kulfi Shulfi- Kulfis and Ice Cream,,100,41,"btm, bangalore"
Kulfi Shulfi- Kulfis and Ice Cream,,75,41,"btm, bangalore"
Navya Foods,,200,175,"btm, bangalore"
Lazeez Roll's & Stone Chops,,150,0,"shivajinagar, bangalore"
Davangere Benne Dosa,,100,192,"banaswadi, bangalore"
WOW! China,,200,103,"banashankari, bangalore"
WOW! China,,300,103,"banashankari, bangalore"
Ambur Dum Biriyani,,100,2465,"bellandur, bangalore"
Ambur Dum Biriyani,,50,2465,"bellandur, bangalore"
Anupam's Coast II Coast,,550,1043,"koramangala 6th block, bangalore"
Anupam's Coast II Coast,,700,1043,"koramangala 6th block, bangalore"
Donne Biryani Mandi,,150,3211,"btm, bangalore"
Kitchen King,,200,12500,"nagawara, bangalore"
Hotel Abooz- Eat 'N' Meet Restaurant, Beverages,350,557,"whitefield, bangalore"
Donne Biriyani House,,200,44800,"hsr, bangalore"
Donne Biriyani House,,250,44800,"hsr, bangalore"
Donne Biriyani House,,225,44800,"hsr, bangalore"
Donne Biriyani House,,150,44800,"hsr, bangalore"
Nandhini Deluxe, Desserts,400,3165,"jayanagar, bangalore"
Nandhini Deluxe, Desserts,250,3165,"jayanagar, bangalore"
Nandhini Deluxe, Desserts,600,3165,"jayanagar, bangalore"
Sangam Military Hotel,,200,435,"jayanagar, bangalore"
Sri Durga Chats & Ice Cream Parlor,,50,317,"vijay nagar, bangalore"
Biryani Mount,,300,623,"banashankari, bangalore"
Edesia By Freshmenu,,100,294,"bommanahalli, bangalore"
SRR Ambur Dum Biryani,,100,0,"bommasandra, bangalore"
Delicacy,,200,2044,"yelahanka, bangalore"
Delicacy,,350,2044,"yelahanka, bangalore"
Uttam Sagar, Desserts,300,15900,"banaswadi, bangalore"
Hyderabad Darbar,,350,4779,"electronic city, bangalore"
Ludos Pizza,,300,152,"marathahalli, bangalore"
Hoskote Dum Donne Biryani,,200,239,"kalyan nagar, bangalore"
Meat Up Hearth,,150,168,"marathahalli, bangalore"
Shanghai Court,,400,2416,"varthur main road, whitefield, bangalore"
Chapter One Bar | Maiin, Desserts,600,83,"new bel road, bangalore"
Chai Days,,150,370,"kalyan nagar, bangalore"
Iyengars Tiffin Room,,75,8,"new bel road, bangalore"
China Pearl, Sichuan,550,982,"kalyan nagar, bangalore"
Copper Chimney,,350,569,"whitefield, bangalore"
Harvi's Creamistry,,150,102,"kadubeesanahalli, bangalore"
Maravanthe, Beverages,550,5808,"indiranagar, bangalore"
Bucket Biryani,,350,2041,"frazer town, bangalore"
Thalassery Restaurant,,350,8561,"kammanahalli, bangalore"
Thalassery Restaurant,,400,8561,"kammanahalli, bangalore"
Thalassery Restaurant,,325,8561,"kammanahalli, bangalore"
Thalassery Restaurant,,250,8561,"kammanahalli, bangalore"
Thalassery Restaurant,,150,8561,"kammanahalli, bangalore"
Shree Vasavi Chats Bangarpet Pani Puri,,100,518,"banashankari, bangalore"
Nadan Pothichoru,,200,1386,"hsr, bangalore"
Baohood,,250,1584,"hebbal, bangalore"
Call Me Chow,,250,2549,"kalyan nagar, bangalore"
Ambur Hot Dum Biryani,,150,225,"btm, bangalore"
Ambur Hot Dum Biryani,,200,225,"btm, bangalore"
Ambur Hot Dum Biryani,,250,225,"btm, bangalore"
Ambur Hot Dum Biryani,,100,225,"btm, bangalore"
Ambur Darbar Biriyani Point,,100,8072,"yeshwantpur, bangalore"
Hyderabad Magic,,200,6083,"electronic city, bangalore"
Mesa Lounge Bar - Svenska Design Hotel,,450,2,"svenska design hotel, electronic city, bangalore"
Spicy House,,200,12900,"marathahalli, bangalore"
Dine Bell,,350,1029,"marathahalli, bangalore"
Living Bowls,,200,36,"domlur, bangalore"
Chef Bakers,,200,86,"new bel road, bangalore"
Chef Bakers,,150,86,"new bel road, bangalore"
Veg Daawat By Behrouz,,300,6,"brookefield, bangalore"
Veg Daawat By Behrouz,,400,6,"brookefield, bangalore"
Veg Daawat By Behrouz,,450,6,"brookefield, bangalore"
Veg Daawat By Behrouz,,500,6,"brookefield, bangalore"
Royal Biriyani House,,400,8088,"kaggadasapura, bangalore"
Cafe Azzure, Desserts,450,543,"mg road, bangalore"
Chowman,,400,5878,"brookefield, bangalore"
Chowman,,200,5878,"brookefield, bangalore"
Delhi Kitchen,,150,5299,"itpl main road, whitefield, bangalore"
Subway,,200,3987,"koramangala 5th block, bangalore"
Hungry Chinese And Tandoori Centre,,100,0,"bommanahalli, bangalore"
New Ambur Hot Dum Biriyani,,125,57,"new bel road, bangalore"
New Ambur Hot Dum Biriyani,,150,57,"new bel road, bangalore"
Corner House Ice Creams,,150,2328,"basavanagudi, bangalore"
Biryani Blues,,250,213,"basavanagudi, bangalore"
Biryani Blues,,200,213,"basavanagudi, bangalore"
Krispy Kreme,,200,888,"richmond road, bangalore"
The Fast Food,,100,3140,"malleshwaram, bangalore"
Leon's Burgers & Wings,,200,28800,"jeevan bhima nagar, bangalore"
New Punjabi Food Zone,,250,0,"electronic city, bangalore"
Steak Bae,,200,4,"bommanahalli, bangalore"
Burmuda Biryani,,100,101,"btm, bangalore"
S.M.S.Evening Fast Food,,150,915,"varthur main road, whitefield, bangalore"
Deli2Go,,250,4,"jp nagar, bangalore"
Deli2Go,,150,4,"jp nagar, bangalore"
Biryani Khazana,,200,208,"ejipura, bangalore"
Chakka Manga Thenga,,100,456,"bannerghatta road, bangalore"
Toscano, Seafood,750,237,"church street, bangalore"
Big Bang Pizza,,300,965,"frazer town, bangalore"
MDP Coffee House,,100,3895,"electronic city, bangalore"
MDP Coffee House,,50,3895,"electronic city, bangalore"
Food Court By Kitchens@, Desserts,250,70,"koramangala 7th block, bangalore"
Hotel New Al Siddique,,200,2669,"kr puram, bangalore"
Shanmukha,,350,55500,"jp nagar, bangalore"
Shanmukha,,200,55500,"jp nagar, bangalore"
Shanmukha,,250,55500,"jp nagar, bangalore"
The Happy Panda,,150,10,"btm, bangalore"
Art of Delight,,150,289,"hbr layout, bangalore"
Rooftop Cafe,,200,1251,"jayanagar, bangalore"
WarmOven Cake & Desserts,,250,4779,"electronic city, bangalore"
Gully Foods,,150,12,"btm, bangalore"
Relishious Resto Cafe,,175,0,"sanjay nagar, bangalore"
Shawarma Corner,,150,1616,"rt nagar, bangalore"
Mealful Rolls - India's Biggest Rolls,,200,596,"bannerghatta road, bangalore"
Damodar Seth,,400,11200,"marathahalli, bangalore"
Gorbandh Sweets & Snacks,,200,10600,"btm, bangalore"
Kubo,,600,105,"jayanagar, bangalore"
Kubo,,450,105,"jayanagar, bangalore"
Nisarga,,225,2733,"vijay nagar, bangalore"
Megna's Gourmet,,225,30,"basavanagudi, bangalore"
Megna's Gourmet,,150,30,"basavanagudi, bangalore"
BLR Brewing Co.,,750,477,"kanakapura road, bangalore"
BLR Brewing Co.,,1000,477,"kanakapura road, bangalore"
Sardarji Londonwaley,,150,17900,"hsr, bangalore"
Sardarji Londonwaley,,400,17900,"hsr, bangalore"
Breezy Cow Bar,,200,2277,"kalyan nagar, bangalore"
New Surya Sweets & Snacks,,50,202,"marathahalli, bangalore"
New Surya Sweets & Snacks,,150,202,"marathahalli, bangalore"
"Frozen Bottle - Milkshakes, Desserts and Ice Cream",,250,3499,"koramangala 5th block, bangalore"
"Frozen Bottle - Milkshakes, Desserts and Ice Cream",,175,3499,"koramangala 5th block, bangalore"
Sandwich Spot 'N' Juicy, Desserts,125,193,"electronic city, bangalore"
Andhra Gunpowder,,250,3682,"banashankari, bangalore"
Chandni Chowk,,150,407,"electronic city, bangalore"
Chandni Chowk,,200,407,"electronic city, bangalore"
Kitchen Garden,,200,23600,"kumaraswamy layout, bangalore"
Goli Vada Pav,,100,65,"yelahanka, bangalore"
Goli Vada Pav,,125,65,"yelahanka, bangalore"
Swathi's Home Made Biryani,,150,9,"jp nagar, bangalore"
Marmali Kitchen,,150,1231,"btm, bangalore"
BOX8 - Desi Meals,,250,13500,"rajajinagar, bangalore"
Sandos 'n Grills, Pasta,250,643,"kalyan nagar, bangalore"
The Rasaganga,,250,9274,"bellandur, bangalore"
Snacks & Sundaes, Juices,150,643,"sarjapur road, bangalore"
Ocean Cake,,150,163,"whitefield, bangalore"
Kolkata Kathi Rolls & Snacks,,300,188,"hsr, bangalore"
Maratha Ghar,,175,36,"sahakara nagar, bangalore"
Malabar Hotel,,150,4822,"yelahanka, bangalore"
Malabar Hotel,,100,4822,"yelahanka, bangalore"
The Bier Library,,1150,429,"koramangala 6th block, bangalore"
Chakh Le India,,150,10700,"brookefield, bangalore"
Biergarten,,1000,1568,"whitefield, bangalore"
Chaatimes,,100,3135,"vijay nagar, bangalore"
Kolkata Kati Roll,,100,2330,"hebbal, bangalore"
Punjabites By Empire,,200,272,"koramangala 7th block, bangalore"
Dum Biryani Adda,,200,3562,"jeevan bhima nagar, bangalore"
Burgerama,,300,372,"whitefield, bangalore"
89 Express Dhaba,,250,569,"bommanahalli, bangalore"
89 Express Dhaba,,200,569,"bommanahalli, bangalore"
Ambur Star Dum Biryani,,125,819,"sarjapur road, bangalore"
Ambur Star Dum Biryani,,100,819,"sarjapur road, bangalore"
Ambur Star Dum Biryani,,150,819,"sarjapur road, bangalore"
Paratha Meal Co,,300,10,"btm, bangalore"
Streetology,,150,907,"sarjapur road, bangalore"
Momoz,,250,1017,"jeevan bhima nagar, bangalore"
Momoz,,400,1017,"jeevan bhima nagar, bangalore"
Xian,,400,866,"ulsoor, bangalore"
FreshMenu, Pasta,250,21900,"bellandur, bangalore"
Punjabi Nawabi,,400,30000,"bannerghatta road, bangalore"
Punjabi Nawabi,,200,30000,"bannerghatta road, bangalore"
SNS Bangarpet Chats,,100,67,"new bel road, bangalore"
Rice Noodles,,250,236,"hsr, bangalore"
Rice Noodles,,125,236,"hsr, bangalore"
Rice Noodles,,150,236,"hsr, bangalore"
Namaste,,100,7957,"hsr, bangalore"
Namaste,,50,7957,"hsr, bangalore"
Food Adda,,200,35,"koramangala 5th block, bangalore"
GLOBO Ice Cream of the World,,100,37,"koramangala 6th block, bangalore"
Paratha Envy,,200,2892,"banaswadi, bangalore"
Trupthi Thindi,,100,588,"sahakara nagar, bangalore"
Suzy Q By 1522, Desserts,750,61,"cunningham road, bangalore"
Rotti Angade,,50,878,"rajarajeshwari nagar, bangalore"
HRX by EatFit, Pizza,250,28,"kadubeesanahalli, bangalore"
Chai Nagri,,275,15,"sanjay nagar, bangalore"
Just Bake,,300,74,"banashankari, bangalore"
Just Bake,,100,74,"banashankari, bangalore"
Just Bake,,50,74,"banashankari, bangalore"
Just Bake,,200,74,"banashankari, bangalore"
Just Bake,,250,74,"banashankari, bangalore"
Hyderabad Nawabs,,150,199,"bommasandra, bangalore"
Nakshatra Upahara Veg,,100,3,"itpl main road, whitefield, bangalore"
Bake N Bloom,,125,521,"vijay nagar, bangalore"
Bake N Bloom,,100,521,"vijay nagar, bangalore"
Chin Lung Resto Bar,,600,130,"koramangala 4th block, bangalore"
Basaveshwar Khanavali,,300,46,"majestic, bangalore"
Basaveshwar Khanavali,,150,46,"majestic, bangalore"
Basaveshwar Khanavali,,100,46,"majestic, bangalore"
Basaveshwar Khanavali,,275,46,"majestic, bangalore"
Garage Food Company,,400,266,"koramangala 1st block, bangalore"
Bay Leaves,,500,217,"whitefield, bangalore"
Ambur Hot Dum Biriyani,,150,18,"bommanahalli, bangalore"
Ambur Hot Dum Biriyani,,125,18,"bommanahalli, bangalore"
Chickpet Donne Biryani House,,200,2217,"banashankari, bangalore"
Chickpet Donne Biryani House,,300,2217,"banashankari, bangalore"
Shree Shabhari Darshini,,100,2175,"btm, bangalore"
Smoke House Deli, Continental,1000,1950,"forum shantiniketan mall, whitefield, bangalore"
Smoke House Deli, Continental,450,1950,"forum shantiniketan mall, whitefield, bangalore"
Toscano, Desserts,750,237,"church street, bangalore"
Sri Udupi Food Hub, Shake,150,1770,"koramangala 7th block, bangalore"
Sri Udupi Food Hub, Shake,200,1770,"koramangala 7th block, bangalore"
Sri Udupi Food Hub, Shake,275,1770,"koramangala 7th block, bangalore"
Udupi Kitchen,,150,1426,"vijay nagar, bangalore"
Udupi Kitchen,,200,1426,"vijay nagar, bangalore"
Burger@65,,100,853,"jalahalli, bangalore"
New Udupi Upahar,,100,65,"bommanahalli, bangalore"
New Udupi Upahar,,150,65,"bommanahalli, bangalore"
New Udupi Upahar,,200,65,"bommanahalli, bangalore"
Gooeylty Brownies,,150,426,"kumaraswamy layout, bangalore"
Sree Krishna Kafe,,175,4075,"hsr, bangalore"
Tharavadu,,200,471,"koramangala 5th block, bangalore"
Tharavadu,,250,471,"koramangala 5th block, bangalore"
Rolls And Smoothies Adda,,200,304,"electronic city, bangalore"
Chopstick,,250,190,"kammanahalli, bangalore"
Chopstick,,150,190,"kammanahalli, bangalore"
Bong Connection,,400,639,"yeshwantpur, bangalore"
Andrila's,,100,42,"kaggadasapura, bangalore"
Euphoria Bakers,,200,12,"frazer town, bangalore"
Euphoria Bakers,,150,12,"frazer town, bangalore"
Vadilal Ice Cream,,100,229,"vijay nagar, bangalore"
Vadilal Ice Cream,,150,229,"vijay nagar, bangalore"
Nammura Taaja Upahara,,100,3,"basavanagudi, bangalore"
Combos Jumbos Mumbos,,100,1747,"yeshwantpur, bangalore"
Taste Of Punjab,,250,59,"cv raman nagar, bangalore"
Yama Shiro,,750,3,"residency road, bangalore"
Biryani Crafts,,250,1271,"btm, bangalore"
Bhramins' Thatte Idli,,75,2818,"rt nagar, bangalore"
NH1 Bowls - Highway To North,,200,397,"banashankari, bangalore"
Coastal Spice,,450,57,"abhimaani vasathi, bangalore"
Zomoz - The Momo Company,,200,746,"sarjapur road, bangalore"
The Cake Fancy,,100,944,"rajajinagar, bangalore"
The Cake Fancy,,300,944,"rajajinagar, bangalore"
